Price,Price,SMA_50,SMA_200
Ticker,IBM,,
Date,,,
2015-11-10,86.31543731689453,91.45103500366211,99.15614124298095
2015-11-11,86.02871704101562,91.37031951904297,99.11874794006347
2015-11-12,84.76715087890625,91.23445205688476,99.06292247772217
2015-11-13,83.94519805908203,91.06030487060546,99.00968185424804
2015-11-16,85.19403839111328,90.95001815795898,98.95852058410645
2015-11-17,85.26411437988281,90.79656799316406,98.8959557723999
2015-11-18,86.53844451904297,90.69612640380859,98.844421043396
2015-11-19,87.12464904785156,90.59289031982422,98.79288646697998
2015-11-20,88.24600982666016,90.49731033325196,98.74723834991455
2015-11-23,88.22055053710938,90.42293655395508,98.70447631835937
2015-11-24,88.30972290039062,90.32661102294922,98.65343059539795
2015-11-25,87.92743682861328,90.21153030395507,98.60159168243408
2015-11-27,88.22055053710938,90.10571990966797,98.55022411346435
2015-11-30,88.83218383789062,90.0579702758789,98.49607421875
2015-12-01,90.01729583740234,90.00905303955078,98.44611007690429
2015-12-02,89.01061248779297,89.96588150024414,98.38729141235352
2015-12-03,88.51361846923828,89.92249145507813,98.32070640563965
2015-12-04,89.47572326660156,89.88887466430664,98.25967750549316
2015-12-07,88.9150390625,89.83129348754883,98.19814407348633
2015-12-08,87.95930480957031,89.79120895385742,98.12586719512939
2015-12-09,87.04178619384766,89.73340591430664,98.05527820587159
2015-12-10,87.15010070800781,89.64620712280274,97.9912576675415
2015-12-11,85.74198913574219,89.54826843261719,97.91687259674072
2015-12-14,86.60852813720703,89.45516143798828,97.8513558959961
2015-12-15,87.79364776611328,89.32945129394531,97.79005615234375
2015-12-16,88.7493667602539,89.22613784790039,97.73853668212891
2015-12-17,87.13101959228516,89.07391952514648,97.67345779418946
2015-12-18,85.95226287841797,88.87047775268555,97.61081108093262
2015-12-21,86.33454895019531,88.67329254150391,97.54302364349365
2015-12-22,87.88286590576172,88.52285522460937,97.49217346191406
2015-12-23,88.27149963378906,88.39937957763672,97.44640415191651
2015-12-24,88.08672332763672,88.26728500366211,97.39604507446289
2015-12-28,87.67893981933594,88.12602508544921,97.35514183044434
2015-12-29,89.06157684326172,88.00862976074218,97.31245315551757
2015-12-30,88.78125762939453,87.90039947509766,97.26873569488525
2015-12-31,87.68531036376953,87.87857025146485,97.21068447113038
2016-01-04,86.62128448486328,87.83192489624024,97.14731311798096
2016-01-05,86.55755615234375,87.74398544311524,97.07408550262451
2016-01-06,86.1242904663086,87.6399317932129,96.99325492858887
2016-01-07,84.65245819091797,87.51931854248046,96.9101290512085
2016-01-08,83.8687515258789,87.45625442504883,96.83489009857178
2016-01-11,84.88819122314453,87.37608383178711,96.7604299545288
2016-01-12,84.6779556274414,87.29524337768555,96.68550891876221
2016-01-13,83.57564544677734,87.19829071044921,96.59802440643311
2016-01-14,84.6843032836914,87.11984985351563,96.52282444000244
2016-01-15,82.84930419921875,86.98564544677734,96.44255027770996
2016-01-19,81.62596130371094,86.8301301574707,96.35221378326416
2016-01-20,77.64374542236328,86.61693771362305,96.23702674865723
2016-01-21,78.3127670288086,86.42145858764648,96.1250915145874
2016-01-22,78.05152893066406,86.25821929931641,96.01253364562989
2016-01-25,77.783935546875,86.08758926391602,95.89711555480957
2016-01-26,78.10887145996094,85.92919235229492,95.78170665740967
2016-01-27,77.07029724121094,85.77525527954101,95.66259616851806
2016-01-28,77.8731460571289,85.65381423950195,95.54774829864502
2016-01-29,79.51062774658203,85.54014602661132,95.43540279388428
2016-02-01,79.5361099243164,85.4255859375,95.32629150390625
2016-02-02,78.33187866210938,85.26145462036133,95.21880119323731
2016-02-03,79.46602630615234,85.10828216552734,95.09992614746093
2016-02-04,81.33289337158203,84.97001983642578,94.99628810882568
2016-02-05,81.91905975341797,84.84399002075196,94.89216361999512
2016-02-08,81.73240661621094,84.71244369506836,94.77194534301758
2016-02-09,79.85933685302734,84.55108169555665,94.6437907409668
2016-02-10,77.36192321777344,84.33390914916993,94.50019771575927
2016-02-11,75.85575866699219,84.07438064575196,94.33916351318359
2016-02-12,77.90904998779297,83.83221572875976,94.18690464019775
2016-02-16,79.00325012207031,83.63206848144532,94.0497783279419
2016-02-17,81.16598510742188,83.48511581420898,93.91607192993165
2016-02-18,85.25321960449219,83.4006657409668,93.80186977386475
2016-02-19,85.65875244140625,83.33554000854492,93.69246028900146
2016-02-22,86.10286712646484,83.29841125488281,93.59068645477295
2016-02-23,85.22103881835938,83.26199630737305,93.48156116485596
2016-02-24,85.47852325439453,83.22856475830078,93.36843318939209
2016-02-25,86.57275390625,83.24518005371094,93.26565948486328
2016-02-26,84.98290252685547,83.2126675415039,93.15672073364257
2016-02-29,84.33924102783203,83.14357940673828,93.03914836883546
2016-03-01,86.48907470703125,83.09837356567382,92.92678493499756
2016-03-02,87.73133087158203,83.11037979125976,92.82310546875
2016-03-03,88.69683837890625,83.16527130126953,92.72487957000732
2016-03-04,88.69683837890625,83.21251708984374,92.62533916473389
2016-03-07,90.20944213867188,83.25904861450195,92.53248516082763
2016-03-08,89.5143051147461,83.2839047241211,92.43747032165527
2016-03-09,90.3768310546875,83.32970687866211,92.35027378082276
2016-03-10,90.2352066040039,83.38083221435546,92.26891124725341
2016-03-11,91.6319580078125,83.43223983764648,92.18867904663085
2016-03-14,91.90229797363281,83.49466064453125,92.11070621490478
2016-03-15,92.01814270019531,83.58131729125977,92.0397607421875
2016-03-16,93.196044921875,83.7128125,91.97304576873779
